status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,corrected_spectral_error,corrected_mismatch,powell_pass,optimization_seconds_pass1,optimization_seconds_retry,retry_attempted,adaptive_optimization_seconds,adaptive_total_seconds,modal_max
COMPLETED,,pinn,all,1.05,0.05,False,3.9623304327421566e-10,0.0216720758392142,3.8529715338679394e-08,0.0216720601405729,3.8133482295405185e-08,1.5698641300104788e-08,4.12384506333996e-08,-5.000002977918847,,9.346302429681255e-20,,1.0707816751673818,0.18090146407485,1.2516831392422318,1.1024917434595771,0.0042683277332426,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.5327628645081093e-07,7.187971172886719e-07,1.5327628645207912e-07,7.187971172898265e-07,1.2272692348520458e-06,1.1822611132680946e-06,4.018997946777706e-07,8.445358268799299e-07,1.1546319456101628e-14,2.104982854689297e-13,4.123845061755063e-08,5.6758980342569485e-09,initial_80,14.219644323922694,0.0,False,14.219644323922694,15.471327463164926,1.1822611132680946e-06
COMPLETED,,pinn,all,1.05,0.055,False,4.874110988424948e-10,0.0242070753369968,4.826897308456188e-08,0.0242070768701017,4.7781561985719385e-08,1.5331048999756012e-09,4.780615103132099e-08,-5.000004459929692,,3.6486477254673104e-19,,1.1426831586286426,0.1998749254271388,1.3425580840557814,1.102489977576779,0.0047100425898884,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.766607365928093e-07,9.054457687290457e-07,1.766607365938497e-07,9.054457687273736e-07,1.1892203521322832e-06,1.22965054434256e-06,4.391410322964093e-07,9.73657737433232e-07,1.5210055437364645e-14,3.3162361745553426e-13,4.78061510324336e-08,7.035210136446442e-09,initial_80,15.294568244367838,0.0,False,15.294568244367838,16.63712632842362,1.22965054434256e-06
COMPLETED,,pinn,all,1.05,0.06,False,4.818920439745717e-10,0.026850382922755,5.709618877428976e-08,0.0268503974495145,5.66142967303152e-08,1.4526759500171904e-08,5.8448313370396e-08,-5.00000619245048,,1.7364019189391202e-19,,1.1143351243808866,0.1897772084921598,1.3041123328730464,1.1024880100304033,0.0051563518781554,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.028626295313699e-07,1.1048523193685251e-06,2.0286262953109915e-07,1.1048523193657596e-06,1.1700804977705322e-06,1.3210420045046504e-06,5.144040445757678e-07,1.1411631019908683e-06,2.009503674571533e-14,4.959366251000574e-13,5.844831337643208e-08,9.070314436450512e-09,initial_80,14.71443864516914,0.0,False,14.71443864516914,16.018550978042185,1.3210420045046504e-06
COMPLETED,,pinn,all,1.05,0.065,False,5.69640621572975e-10,0.0296177538519902,6.445004163061722e-08,0.0296177432987618,6.388040100904426e-08,1.0553228402265802e-08,6.47462451636131e-08,-5.000008079819872,,9.760841400636963e-21,,1.1062454311177137,0.1854591239243745,1.291704555042088,1.102485767056972,0.0056078135517448,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.2366131923422602e-07,1.264210792784008e-06,2.236613192341084e-07,1.2642107927864829e-06,1.1992709006040912e-06,1.432688004018602e-06,5.815603928631288e-07,1.3990948471707605e-06,2.4868995751603507e-14,6.750155989720953e-13,6.474624515343412e-08,1.0498286313545072e-08,initial_80,14.414441310800612,0.0,False,14.414441310800612,15.7061458658427,1.432688004018602e-06
COMPLETED,,pinn,all,1.05,0.07,False,4.743779014405197e-10,0.0325278215395402,3.9208310165975314e-08,0.0325278298290532,3.87339322645348e-08,8.289512999637427e-09,3.9611027939763535e-08,-5.000005601651276,,1.1755846305217676e-22,,1.091703630052507,0.1821931404992938,1.2738967705518007,1.1024833891309185,0.0060650831457022,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.4306711496711456e-07,1.507935055655891e-06,2.4306711496771776e-07,1.507935055655e-06,1.1701497410226293e-06,1.5795566173633654e-06,3.5766678915538285e-07,1.514590071600551e-06,2.9753977059954195e-14,9.628964292573985e-13,3.961102795283265e-08,6.6397284044264615e-09,initial_80,14.27763354871422,0.0,False,14.27763354871422,15.551530319266021,1.5795566173633654e-06
COMPLETED,,pinn,all,1.05,0.075,False,3.8536165476661847e-10,0.0356029301043054,4.8079364070232855e-08,0.0356029449039988,4.7694002415466243e-08,1.4799693394407232e-08,4.993744878320237e-08,-5.000007411721452,,1.3525243940966968e-22,,1.0916532408446074,0.181081835180521,1.2727350760251284,1.1024807618998047,0.0065286873875469,-1149.6794948355275,1149.6794948355275,4517,1601,3201,2.7263157649038525e-07,1.7572231940377e-06,2.726315764893583e-07,1.7572231940427823e-06,1.1707851231151232e-06,1.761133784036899e-06,4.269826523946702e-07,1.7530757575952035e-06,3.7081449022480235e-14,1.3241630014704242e-12,4.9937448787315255e-08,8.53400917738047e-09,initial_80,14.15968845039606,0.0,False,14.15968845039606,15.432423526421188,1.761133784036899e-06
COMPLETED,,pinn,all,1.05,0.08,True,3.0085735893864327e-10,0.03887030128094,5.62973773749636e-08,0.0388702861779173,5.5996520016024964e-08,1.5103022700524438e-08,5.7997513296671954e-08,-5.000008377468907,,8.897120387880868e-23,,1.102226298302412,0.1811470789834857,1.2833733772858975,1.1024778172567564,0.0069994327215727,-995.951230140448,995.951230140448,4517,1601,3201,3.000867042150705e-07,1.9704359810663047e-06,3.0008670421344975e-07,1.970435981075012e-06,1.2083796127401722e-06,1.9354081462861813e-06,5.229005206759128e-07,2.088418062237451e-06,4.518607710224387e-14,1.722844089613318e-12,5.7997513294865015e-08,1.0018824051037529e-08,initial_80,14.108672350645064,0.0,False,14.108672350645064,15.392045727930961,2.088418062237451e-06
COMPLETED,,pinn,all,1.05,0.085,False,2.2233667796181407e-10,0.0423637176862112,6.278104015388504e-08,0.0423637209353839,6.255870347592324e-08,3.2491727017247563e-09,6.26430243828802e-08,-5.000008986087077,,4.354898738663544e-23,,1.0866826297715306,0.1822668146342039,1.2689494444057343,1.1024747241865922,0.0074771088448326,-868.4590288259226,868.4590288259226,4517,1601,3201,3.347059202197212e-07,2.275786680152798e-06,3.347059202237178e-07,2.2757866801564155e-06,1.1781512926493964e-06,2.1646357446552423e-06,5.310078527726253e-07,2.3331926920165884e-06,5.5955240441107896e-14,2.309041846615401e-12,6.264302438288018e-08,1.0835888873479924e-08,initial_80,14.005039136856794,0.0,False,14.005039136856794,15.273988581262529,2.3331926920165884e-06
COMPLETED,,pinn,all,1.05,0.09,False,1.56395609562825e-10,0.0461260301076705,5.869521212294172e-08,0.0461260199759697,5.85388165133789e-08,1.013170080471637e-08,5.9409127244753674e-08,-5.000008055491262,,1.9871690981304072e-23,,1.0855369297787547,0.1806196114048361,1.2661565411835909,1.1024712932323109,0.0079642757690751,-761.4280221967821,761.4280221967821,4517,1601,3201,3.663193368499946e-07,2.5636761831066213e-06,3.663193368542315e-07,2.563676183098231e-06,1.212981503539761e-06,2.405707952847658e-06,5.289742959652906e-07,2.665200304339382e-06,6.705747068735947e-14,2.992051051364797e-12,5.9409127241203554e-08,1.018299562494714e-08,initial_80,13.96588224824518,0.0,False,13.96588224824518,15.23203878942877,2.665200304339382e-06
COMPLETED,,pinn,all,1.05,0.095,False,4.0200318217775485e-10,0.0502130418038415,1.4794366528202152e-07,0.0502130309650017,1.4754166209984377e-07,1.0838839797910891e-08,1.4793925274702874e-07,-5.000019391682812,,2.676576652422305e-24,,1.0776220615953207,0.1783737977966666,1.255995859391987,1.1024676026643268,0.0084608968021991,-670.5453043575568,670.5453043575568,4516,1601,3201,4.551941143855674e-07,2.8819007059728963e-06,4.551941143904577e-07,2.881900705972883e-06,1.3151555829349e-06,2.695002014654176e-06,1.1133001622195325e-06,3.105193305134392e-06,1.035838081975271e-13,3.825939565160752e-12,1.479392527434701e-07,2.489327732997033e-08,initial_80,13.881375015713274,0.0,False,13.881375015713274,15.137370875105262,3.105193305134392e-06
COMPLETED,,pinn,all,1.05,0.1,False,3.017815208068885e-10,0.0546998175409827,1.5728512351917417e-07,0.0546998103785622,1.5698334199836728e-07,7.162420503914468e-09,1.5714665103797548e-07,-5.00001959623876,,7.4223922572245e-25,,1.0764537658542397,0.1780606070533394,1.254514372907579,1.1024636053630903,0.0089684730922485,-592.5229691765719,592.5229691765719,4516,1601,3201,5.02798795739295e-07,3.227651770181412e-06,5.027987957417434e-07,3.2276517701773054e-06,1.3200625246781709e-06,2.975593552063574e-06,1.139399965933292e-06,3.439748888852935e-06,1.2634338020234281e-13,4.857558799642448e-12,1.5714665103765917e-07,2.5571860125615976e-08,initial_80,13.825174349360168,0.0,False,13.825174349360168,15.079688722267747,3.439748888852935e-06
COMPLETED,,pinn,all,1.05,0.105,False,1.861849458323276e-10,0.0596915838649033,5.75392454553291e-08,0.0596915852015915,5.735306050949677e-08,1.336688197628444e-09,5.7368635029462554e-08,-5.000006775597746,,8.445532229521669e-24,,1.0602049194276333,0.1761540928855538,1.2363590123131871,1.1024592769144947,0.0094884219536796,-524.7964154495805,524.7964154495805,4516,1601,3201,4.940448938566529e-07,3.6000367007184567e-06,4.940448938604696e-07,3.6000367007259987e-06,1.2419210963924151e-06,3.2590367962454864e-06,5.349770176294536e-07,3.68458428048834e-06,1.2223555501122976e-13,6.104228233994036e-12,5.736863503027092e-08,8.890502029866992e-09,initial_80,13.643153892830014,0.0,False,13.643153892830014,14.879512905143201,3.68458428048834e-06
COMPLETED,,pinn,all,1.05,0.11,False,1.3408725151546628e-10,0.0653440616983339,1.7631465437587963e-09,0.0653441148406212,1.62905929224333e-09,5.3142287306795495e-08,5.316725058130842e-08,-5.000000189140136,,2.9122990194106544e-23,,1.0546370269730687,0.1742087500169873,1.228845776990056,1.1024546701184523,0.0100220778645971,-465.3020417083182,465.3020417083182,4516,1601,3201,5.45898709430329e-07,4.011149966302692e-06,5.458987094303086e-07,4.011149966309986e-06,1.2284192186107254e-06,3.5981204684041847e-06,4.630386312916284e-07,3.982832326987101e-06,1.48991929904696e-13,7.577605209974081e-12,5.316725063679352e-08,7.707040482309044e-09,initial_80,13.693384049460292,0.0,False,13.693384049460292,14.922229826450348,4.011149966302692e-06
