source_path,action,trigger,location,match_excerpt,exclusive_supersonic,recommended_action,reason
assets/classic_subsonic/article/convergence/subsonic_pointwise_candidate_ranking.csv,COPY,Mach > 1,content,"ubsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.10_from_M0.07_M0.14,max(alpha*ci) on canonical alpha grid after linear Mach interpolation",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/article/convergence/subsonic_selected_points.csv,COPY,Mach > 1,content,"ubsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.10_from_M0.07_M0.14,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolati",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/article/convergence/tables/Table_classical_subsonic_convergence.csv,COPY,Mach > 1,content,"ted_branch,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_robust_reference_points.csv,Interior point required by the article protocol.,0.5,False",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/article/convergence/tables/Table_classical_subsonic_convergence_summary.csv,COPY,Mach > 1,content,"does not satisfy joint criterion,Canonical primary-branch point with a complete Mstab17 reconstruction. near_neutral,near neutral boundary,0.49,0.86,0.9865525625524336,10.0,25.0,0.00773892721980576,1.1029170",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/secondary_mstab17_ci_error_vs_nscan_no_L80.pdf,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/secondary_mstab17_ci_error_vs_nscan_no_L80.pdf,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/secondary_mstab17_ci_error_vs_nscan_no_L80.png,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/secondary_mstab17_ci_error_vs_nscan_no_L80.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_heatmap_a0p500_M0p500.pdf,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_heatmap_a0p500_M0p500.pdf,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_heatmap_a0p500_M0p500.png,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_heatmap_a0p500_M0p500.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_metrics_a0p500_M0p500.csv,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_metrics_a0p500_M0p500.csv,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_metrics_a0p500_M0p500.csv,COPY,Mach > 1,content,"068568e-23,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_heatmap_a0p500_M0p500.png,assets/classic_subsonic/converge",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_box.png,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_box.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_nscan.png,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_nscan.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_raw.csv,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_raw.csv,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_summary.csv,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_summary.csv,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_robust_reference_points.csv,COPY,Mach > 1,path,assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_robust_reference_points.csv,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_by_point.csv,COPY,Mach > 1,content,"944e-05,1.7776975383196944e-05,2.2061000949258336e-05,analytic neutral boundary M^2 + alpha^2 = 1,KH_RT_Blumen/subsonic/0.00.csv 0.0,0.0173406564202507,0.9980031300290856,0.0011939868375079373,0.001193986837507937",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_summary.csv,COPY,Mach > 1,content,"rresponding shooting contour in the (Mach, alpha) plane; the neutral level uses M^2 + alpha^2 = 1"",point-weighted over digitized Blumen points,""{'primary': 146, 'stable': 56, 'secondary': 23}"" ",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_summary.json,COPY,Mach > 1,content,"rid_growth_map.csv"",   ""blumen_directory"": ""KH_RT_Blumen/subsonic"",   ""grid_num_mach"": 15,   ""grid_num_alpha"": 15,   ""n_digitized_points"": 351,   ""n_finite_omega_errors"": 344,   ""mean_abs_error_omega_i"": 0.002",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.pdf,COPY,Mach > 1,path,assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.pdf,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.png,COPY,Mach > 1,path,assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/anchor_budget_runs/N340/final_freeze/canonical_372_at_freeze.csv,COPY,Mach > 1,content,"_final,modal_rel_max,ci_under_1pct,overlap_under_1pct,joint_under_1pct ULTRALOW_M002_006_eta002_006,0,0.02,0.025,0.0249949994998999,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.955999921",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/anchor_budget_runs/N340/final_freeze/checkpoints_sha256.txt,COPY,Mach > 1,content,2c3017062d2486986f  assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2A/model_best.pt 87c704c0dfc4faaec52f060ed46009d951ba55d079326991eabdd885a20308b8  assets/pinn_subsonic/anchor_budget_run,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/ASSET_MANIFEST.txt,COPY,Mach > 1,content,ASSET_MANIFEST.txt Data_representative_mode_M05_a05_N340.csv Fig_anchor_budget_comparison.pdf Fig_anchor_budget_comparison.png Fig_atlas_49_charts_Mach_alpha.pdf Fig_atlas_49_,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/Data_representative_mode_M05_a05_N340.csv,COPY,Mach > 1,path,assets/pinn_subsonic/article/N340/Data_representative_mode_M05_a05_N340.csv,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/Fig_representative_mode_M05_a05_N340.pdf,COPY,Mach > 1,path,assets/pinn_subsonic/article/N340/Fig_representative_mode_M05_a05_N340.pdf,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/Fig_representative_mode_M05_a05_N340.png,COPY,Mach > 1,path,assets/pinn_subsonic/article/N340/Fig_representative_mode_M05_a05_N340.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/Fig_sparse_ci_anchor_map_Mach_alpha_N340.pdf,COPY,Mach > 1,path,assets/pinn_subsonic/article/N340/Fig_sparse_ci_anchor_map_Mach_alpha_N340.pdf,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/Fig_sparse_ci_anchor_map_Mach_alpha_N340.png,COPY,Mach > 1,path,assets/pinn_subsonic/article/N340/Fig_sparse_ci_anchor_map_Mach_alpha_N340.png,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/N340_seam_points.csv,COPY,Mach > 1,content,"verlap_mach_max,overlap_eta_min,overlap_eta_max SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A_P0,SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A,ETAEDGE_HM1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pi",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/N340_seam_validation_all.csv,COPY,Mach > 1,content,"p_ab,ci_abs_ab_article,p_overlap_defect_article SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A_P0,SEAM_0000_ETAEDGE_HM1__ETAEDGE_HM2A,ETAEDGE_HM1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pi",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/N340_training_plan_for_seams.csv,COPY,Mach > 1,content,"_ci_mode_atlas_v2/ETAEDGE_HM1,pQscaled,0.68,0.86,0.02,0.06,5,20,READY, ETAEDGE_HM2A,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_H",false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
assets/pinn_subsonic/article/N340/SHA256SUMS.txt,COPY,Mach > 1,content,470696d1ccab30dea6a02d69a04978396f27a8e821376cfc640316  Fig_representative_mode_M05_a05_N340.png fb2b3f71e979650fb37422ea871a67f739548fdd6b314f17f5f5ffa4d17bb0df  Fig_sparse_ci_anchor_map_Mach_alpha_N340.png 6c0,false,KEEP_MIXED_OR_DOCUMENTATION,textual or mixed-regime occurrence; subsonic role retained
