date,path,replacement_count,reason,sha256_destination
2026-08-27,code/plots/scripts/pinn_subsonic/active_implementation/source_tree/scripts/paper/subsonic_results/plot_blumen_isolines_2x2.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,87bd9ecb2997d1a8637e079b3291423bbe88afd25e3ed40802a1ce34d63adc5b
2026-08-27,code/plots/scripts/pinn_subsonic/plot_subsonic_classical_convergence_article.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,09ecf72c0cfe7a22b0db474516e732122d706e8a378c88565597d6312d833763
2026-08-27,code/plots/scripts/pinn_subsonic/source_tree/plot_spectral_cut_M050_with_heatmap_local/plot_spectral_cut_M050_with_heatmap_local.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,c221c16b620dbe3f9a4636bdf54405d4fcf47144b593d0cc381a3ce124b4e2f2
2026-08-27,code/src/scripts/classical/solve_mstab17_subsonic_solver.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,ca9141d4c44f431c871c7a62ec96a1da7e5186789bb1e418d3f1894a696475bc
2026-08-27,code/src/scripts/evaluation/evaluate_joint_pinn_global_validation.py,5,Replace active pre-migration path with existing manifest destination; no scientific logic changed,402e4c2fd1d4ddaa52fe4719f1cb60e575591dacf84af1b3933c37ac4308e3d3
2026-08-27,code/src/scripts/evaluation/evaluate_mid_old_vs_joint_full_gep.py,2,Replace active pre-migration path with existing manifest destination; no scientific logic changed,af78584f7e40b20d0db94fbee2b5b146a2434b8440af70c2bbbc5f6d0792e227
2026-08-27,code/src/scripts/evaluation/evaluate_mode_model_loading_release.py,2,Replace active pre-migration path with existing manifest destination; no scientific logic changed,5e0603831428ff3faa30c8242e4ce2d012ff034b41211b8de8c2d3b4bb760fc7
2026-08-27,code/src/scripts/gep/selection/audit_mid_joint_pinn_full_gep.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,6fcb05bf23186dd52f195ae15b1ec91f6aec2817425146ce0e9dcff56bb18f41
2026-08-27,code/src/scripts/gep/selection/build_joint_atlas_full_gep.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,1f63c81826cc5f657d99515830eecc9cb8a4a2e9b6b83fb7583339d67eb7350e
2026-08-27,code/src/scripts/utils/build_N340_modal_assets.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,ca56eb2f8df1dcefedd6ae799ac747b4088156d53ac3300c3f76ad26dca12e3a
2026-08-27,code/src/scripts/utils/build_N340_seams.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,554bc40d6e473ad44945b18d53ef7d4f56d2ae454f88d489678d7d81b6449fa6
2026-08-27,code/src/scripts/utils/build_anchor_budget_asset.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,55fb2fa48eefe1e23c56c3729ec0079d956245dd87bd03cb8adddf16d7d6f883
2026-08-27,code/src/scripts/utils/build_data_assets.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,9a0bff0387f88f7b1fc60bca648cdfa025067a2dc33c9ee7cf73bdb6625ad943
2026-08-27,code/src/scripts/utils/build_near_neutral_growth_rate_cuts.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,67d4d09a867254516fc23b2405fedf25deb44c63de73cfb3100dc968de86c3dc
2026-08-27,code/src/scripts/utils/build_representative_mode_plot.py,1,Replace active pre-migration path with existing manifest destination; no scientific logic changed,4485fefec83950d73fe91c6d555789368b91d0652837c0ccba89473f4e23a0c6
