article_label,manifest_source_data,resolved_directory,path,classification,directly_consumed,consumer,reason
Main 1,experiments/pinn_seeded_shooting,experiments/pinn_seeded_shooting,experiments/pinn_seeded_shooting/support/budget_selection_v64/spectral_fixed_SELECTION_N76.txt,UNUSED,false,code/scripts/data_preparation/prepare_build_supersonic_spectral_article_assets.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 1,experiments/pinn_seeded_shooting,experiments/pinn_seeded_shooting,experiments/pinn_seeded_shooting/support/freeze/atlas_budget_selection_protocol_v1.txt,UNUSED,false,code/scripts/data_preparation/prepare_build_supersonic_spectral_article_assets.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/blumen/table_supersonic_ci_digitized_points.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/blumen/table_supersonic_cr_digitized_points.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_000/table_evaluations.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_000/table_solver_attempts.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_001/table_evaluations.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_001/table_solver_attempts.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_002/table_evaluations.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
Main 2,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation,assets/classic_supersonic/csv/blumen_validation/point_002/table_solver_attempts.csv,UNUSED,false,plots/scripts/pinn_supersonic/plot_supersonic_blumen_pointwise_2panel.py,Not named by the declared plot script; directory-level manifest expansion alone is insufficient evidence.
