final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40,cr_corrected,ci_corrected,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,powell_pass,cr_pinn_original,ci_pinn_original
M1.000000_a0.05000000,1.0,0.05,False,-2.1381009935921505e-07,0.0025771484770576,2.7696601761406785e-08,0.0025765435361143,0.0133665628515613,0.0023534641540845,0.0135721699071776,0.3601724263307496,0.6949435308553275,0.0671142495937564,0.2323564910833053,0.0649088145233942,0.7377175245116245,3.23933755382006,14.071199646131374,0.9039420654921192,0.0560700182376301,1601,3201,2.7696601761406785e-08,0.0025765435361143,6.513670482562301e-07,4.1615898360799124e-08,36.8707727920264,240,False,retry_wide_240,0.0133663490414619,0.0049306126311421
M1.000000_a0.05500000,1.0,0.055,False,-1.963662682691355e-07,0.0031382028597574,1.3703308525837107e-09,0.0031380924461477,0.0112697359609185,0.0019790980380792,0.0114421928699506,0.3395129570701632,0.6526041431073301,0.059398622166928,0.2012470934812298,0.0650173671583996,0.6781348489324202,2.7222577552961247,10.712101529774223,0.9074672674997396,0.0504401533636303,1601,3201,1.3703308525837107e-09,0.0031380924461477,2.264750048535717e-07,7.318622970902068e-09,37.80333741847426,240,False,retry_wide_240,0.0112695395946502,0.0051173008978366
M1.000000_a0.06000000,1.0,0.06,False,-5.2656520336501e-08,0.0037616026999093,2.5902411149044644e-09,0.0037616530715828,0.0091344570177683,0.0015875388456844,0.0092713852576632,0.3183575437864064,0.6077709990360366,0.0520292861515784,0.1714061220030648,0.0686723580884734,0.6181269713359578,2.341181440486173,8.229867957226375,0.910102738567461,0.0447992484740113,1601,3201,2.5902411149044644e-09,0.0037616530715828,7.47630266173711e-08,1.597783740896456e-08,39.70023235213012,240,False,retry_wide_240,0.009134404361248,0.0053491415455937
M1.000000_a0.06500000,1.0,0.065,False,5.318523598496773e-08,0.0044499855836279,3.4547877151539673e-09,0.0044499995223172,0.0069446925938014,0.0011850040058248,0.0070450684678164,0.2967671489193499,0.5607043784019898,0.0450501273248522,0.1432074951060461,0.0756636326265284,0.557833189409223,2.0532056972209567,6.35725766973719,0.9118039520603388,0.0391882760305927,1601,3201,3.4547877151539673e-09,0.0044499995223172,5.1646921938089456e-08,8.687185068424554e-09,47.90583173092455,240,False,retry_wide_240,0.0069447457790374,0.0056349895894527
M1.000000_a0.07000000,1.0,0.07,False,2.448412287104524e-08,0.0052061575793201,3.536676497847251e-09,0.0052061224872791,0.0046904587283481,0.0007794577300077,0.0047547825854823,0.2748243896106839,0.511773482005431,0.0385055617034935,0.1170113271578194,0.0854432782959177,0.4974044886020737,1.8312336381533152,4.921187454798663,0.9125296271910064,0.0336513133441022,1601,3201,3.536676497847251e-09,0.0052061224872791,4.086865362659184e-08,3.390591477885607e-09,42.20611608866602,240,False,retry_wide_240,0.004690483212471,0.0059856153093278
M1.000000_a0.07500000,1.0,0.075,False,-9.544762484683384e-09,0.0060334923763868,1.886394458402197e-09,0.0060334750877401,0.0023701658925141,0.0003805289889577,0.0024005184168163,0.2526404559239633,0.4615042679171751,0.0324397693008799,0.0931595038621675,0.0974106366204332,0.4370060242694107,1.657521640163612,3.805942746109175,0.9122415585759668,0.0282359417386021,1601,3201,1.886394458402197e-09,0.0060334750877401,2.0726038056163785e-08,6.604321421915751e-10,41.35618726722896,240,False,retry_wide_240,0.0023701563477516,0.0064140213653445
M1.000000_a0.08000000,1.0,0.08,True,-9.711206350131143e-09,0.0069360107429715,5.62771113746928e-08,0.0069360041658839,6.829921781625943e-06,3.211446495850201e-07,6.837467764390965e-06,0.2303708933690961,0.4106680832288347,0.0268971012845951,0.0719737835862246,0.1110688155701122,0.3768316847814328,1.5200895401827454,2.932545614405092,0.910904354632656,0.0229927385161397,1601,3201,5.62771113746928e-08,0.0069360041658839,6.631527845413544e-08,2.8364777741509107e-08,13.729856708087029,80,False,initial_80,-6.839632987976074e-06,0.0069356895983219
M1.000000_a0.08500000,1.0,0.085,False,-3.258289311069424e-09,0.0079182452555799,8.878719805441248e-10,0.0079182488456147,0.002418790479599,0.0003494234789216,0.0024438993743238,0.2082395058565794,0.3604404723141299,0.0219221359213734,0.0537533740785989,0.1260526998092976,0.3171314580040179,1.4106110783776828,2.246661926193708,0.9084867897462834,0.0179750217006771,1601,3201,8.878719805441248e-10,0.0079182488456147,5.484432860335795e-09,1.2408995428196232e-10,40.83455697819591,240,False,retry_wide_240,-0.0024187937378883,0.0075688217766582
M1.000000_a0.09000000,1.0,0.09,False,1.4646562006685288e-10,0.0089853661922371,8.62487031481099e-10,0.0089853685418515,0.0048312173758319,0.0006509530214225,0.0048748744772188,0.1865791866973172,0.3126855773593347,0.0175600745636561,0.0387725036410914,0.142105418647034,0.2582728860173588,1.3231079006523014,1.711430565552184,0.904960151057505,0.0132394558260168,1601,3201,8.62487031481099e-10,0.0089853685418515,2.456292865254975e-09,1.95961151437134e-11,41.06733904033899,240,False,retry_wide_240,-0.0048312172293663,0.0083344131708145
M1.000000_a0.09500000,1.0,0.095,False,8.092975981496505e-10,0.0101433175874361,6.89336259248516e-10,0.0101433184101307,0.0071979098664379,0.0008871288297184,0.0072523723019355,0.1658963730294621,0.2704208219551641,0.01385680886817,0.0272770560838816,0.1590470122783894,0.2008997835107775,1.25315116289526,1.3035083891155357,0.9002995696472672,0.0088459556731578,1601,3201,6.89336259248516e-10,0.0101433184101307,8.31394741438767e-10,1.8555137748423595e-11,41.13981836196035,240,False,retry_wide_240,-0.0071979090571403,0.0092561887577176
