final_reference_id,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_abs_error,ci_abs_error,complex_spectral_error,p_rel_l2_core20,p_rel_l2_core40,overlap_error_core20,overlap_error_core40,envelope_rel_l2_core40,phase_rmse_core40,kappa_rel_l2_core40,q_rel_l2_core40,alignment_real,alignment_imag,n_core20,n_core40,cr_corrected,ci_corrected,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,powell_pass,cr_pinn_original,ci_pinn_original
M1.200000_a0.05000000,1.2,0.05,False,0.0587939705593892,0.1408414697456862,0.0587939705947843,0.1408414703806481,0.0415842298524073,0.0161802911948655,0.0446211832605153,0.3575896806153675,0.6481042792091541,0.0661211961301408,0.1807306016283102,0.1973216355471209,0.6141454847448179,1.257937804681862,1.1320208505363665,0.7675384749233213,-0.3009014532754239,1601,3201,0.0587939705947843,0.1408414703806481,6.359476798857405e-10,3.2889623944553016e-12,24.397188790142536,148,True,retry_wide_240,0.1003782004117965,0.1570217609405517
M1.200000_a0.05500000,1.2,0.055,False,0.0778458489605059,0.1382418349818659,0.0778458446709196,0.1382418243684419,0.026533603804482,0.0137366130514669,0.0298785319080264,0.328199842265076,0.6072040927699753,0.0553916877683215,0.1484746909308617,0.2243300657252419,0.5520192019398338,1.2011199253157585,0.9624066486918952,0.7703547928547501,-0.2938894580899674,1601,3201,0.0778458446709196,0.1382418243684419,1.1447502664737393e-08,3.6664586086108637e-10,13.797094210982324,80,False,initial_80,0.1043794527649879,0.1519784480333328
M1.200000_a0.06000000,1.2,0.06,False,0.0926568629074388,0.1356419301356869,0.0926568250317401,0.1356419327875461,0.0164211122464842,0.0110815637979907,0.0198104513734688,0.3023826541769054,0.5745642840898357,0.0468133810984704,0.123809370560231,0.2505587426465712,0.497094658957634,1.157032731000995,0.8314980443545549,0.7715806107706706,-0.2858895631527758,1601,3201,0.0926568250317401,0.1356419327875461,3.796841989647155e-08,4.55375552189385e-10,13.95718056242913,80,False,initial_80,0.109077975153923,0.1467234939336776
M1.200000_a0.06500000,1.2,0.065,False,0.1050524247378762,0.1330421441116264,0.1050524235191778,0.133042160618159,0.0094124393969123,0.008293790288932,0.0125451573428686,0.2807145249426879,0.5512736102455837,0.0402086917010544,0.1063835044323242,0.2756321621537165,0.4494836805298448,1.1227011236819862,0.7296785096656722,0.7715887250947697,-0.2764826029671276,1601,3201,0.1050524235191778,0.133042160618159,1.6551460521292486e-08,8.270616133706666e-10,14.025011483579874,80,False,initial_80,0.1144648641347885,0.1413359344005584
M1.200000_a0.07000000,1.2,0.07,False,0.1158243946165708,0.1304428119843612,0.1158244081449749,0.1304427982136517,0.0046652474074694,0.0054591755682816,0.0071810257803619,0.2639534398648583,0.5379046199436102,0.0354645773308743,0.0957627999684785,0.2993098303634969,0.4095328302790371,1.0959249928690271,0.6508367471605783,0.7705334348810623,-0.2655955558385185,1601,3201,0.1158244081449749,0.1304427982136517,1.9304148711183133e-08,1.1821930307880276e-09,14.067624969407916,80,False,initial_80,0.1204896420240402,0.1359019875526428
M1.200000_a0.07500000,1.2,0.075,False,0.1254037605689256,0.1278442189910901,0.1254037497009127,0.1278442056999395,0.0016578150822432,0.0026658280870425,0.0031392658754202,0.2528130934255918,0.5343246006568906,0.0324848632746966,0.0914170624362785,0.3214511150886309,0.3776737703249551,1.0750700071542458,0.5905923118528017,0.7684972403958991,-0.2532737891580455,1601,3201,0.1254037497009127,0.1278442056999395,1.7168820174078683e-08,1.0859130572149948e-09,14.117880363948643,80,False,initial_80,0.1270615756511688,0.1305100470781326
M1.200000_a0.08000000,1.2,0.08,True,0.1340569456428095,0.1252466098615217,0.1340569502932128,0.1252465971141757,1.58449111425929e-06,5.524840829274069e-08,1.5854540289095512e-06,0.2477566307941007,0.539700809755849,0.0311776984928783,0.092736018641355,0.341984010807568,0.3542970455942889,1.058903352988264,0.5455407794077547,0.765528843102326,-0.239616696987789,1601,3201,0.1340569502932128,0.1252465971141757,1.3569122289728925e-08,1.0177243800606604e-09,13.893573363311589,78,True,initial_80,0.1340553611516952,0.1252465546131134
M1.200000_a0.08500000,1.2,0.085,False,0.1419628164889307,0.1226501948965649,0.1419628110567628,0.1226501997572294,0.0006413362147302,0.0024585090411762,0.0025407831166531,0.2488241588112941,0.5526848178638859,0.0314513238913328,0.0990521640234765,0.3608846395862657,0.3395959618949043,1.046477935389104,0.5128683127377799,0.7616587792130807,-0.2247545212846335,1601,3201,0.1419628110567628,0.1226501997572294,7.289342074885861e-09,5.829487071995818e-10,14.357854928821324,80,False,initial_80,0.1413214802742004,0.1201916858553886
M1.200000_a0.09000000,1.2,0.09,False,0.1492486582237698,0.1200551554586059,0.1492486651547356,0.1200551428033564,0.0005495236355282,0.0046396270419722,0.0046720568612341,0.255579983951164,0.5716824631300145,0.0332120854067714,0.1096637909381708,0.3781644429645533,0.3334107431922138,1.03705179306008,0.4901559570561954,0.7569104104505161,-0.2088384437459156,1601,3201,0.1492486651547356,0.1200551428033564,1.4428916284714934e-08,1.3359521551450843e-09,14.41543279029429,80,False,initial_80,0.1486991345882415,0.1154155284166336
M1.200000_a0.09500000,1.2,0.095,False,0.1560090651493015,0.1174616483235438,0.156009073160811,0.1174612098076726,2.111292076686921e-05,0.006486993768223,0.0064870281257589,0.2672152973146537,0.5951006770140813,0.0363631467814025,0.1238569365692567,0.3938617846951147,0.3351539102082821,1.030033286939552,0.4752989587809917,0.7513029274879698,-0.1920345330448803,1601,3201,0.156009073160811,0.1174612098076726,4.385890485747621e-07,4.42779313817078e-08,14.538089408539236,80,False,initial_80,0.1560301780700683,0.1109746545553207
