status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,powell_pass,selection_mismatch
COMPLETED,,1.0,0.05,-2.1381009935921505e-07,0.0025771484770576,0.0133663490414619,0.0049306126311421,0.0135721699071776,0.0,0.0933663490414619,1e-06,0.0649306126311421,False,Maximum number of function evaluations has been exceeded.,2.7696601761406782e-08,0.0025765435361143,6.513670482562301e-07,0.0135720369730644,0.0044502272064439,4.161589836079912e-08,106935.74767656374,0.1780206011608243,36.8707727920264,240,241,2,retry_wide_240,4.161589836079912e-08
COMPLETED,,1.0,0.055,-1.963662682691355e-07,0.0031382028597574,0.0112695395946502,0.0051173008978366,0.0114421928699505,0.0,0.0912695395946502,1e-06,0.0651173008978366,False,Maximum number of function evaluations has been exceeded.,1.3703308525837107e-09,0.0031380924461477,2.264750048535717e-07,0.0114420172122153,0.0041913263540197,7.318622970902068e-09,572693.3018252169,0.1663934346288442,37.80333741847426,240,241,2,retry_wide_240,7.318622970902068e-09
COMPLETED,,1.0,0.06,-5.2656520336501e-08,0.0037616026999093,0.009134404361248,0.0053491415455937,0.0092713852576631,0.0,0.089134404361248,1e-06,0.0653491415455937,False,Maximum number of function evaluations has been exceeded.,2.5902411149044652e-09,0.0037616530715828,7.476302661737109e-08,0.0092713222017838,0.0037581486280093,1.597783740896456e-08,235210.09331968488,0.1653982438147068,39.70023235213012,240,241,2,retry_wide_240,1.597783740896456e-08
COMPLETED,,1.0,0.065,5.318523598496773e-08,0.0044499855836279,0.0069447457790374,0.0056349895894527,0.0070450684678164,0.0,0.0869447457790374,1e-06,0.0656349895894527,False,Maximum number of function evaluations has been exceeded.,3.4547877151539673e-09,0.0044499995223172,5.1646921938089456e-08,0.0070451151452218,0.0031267237026343,8.687185068424554e-09,359923.68966549484,0.1646154420450329,47.90583173092455,240,241,2,retry_wide_240,8.687185068424554e-09
COMPLETED,,1.0,0.07,2.448412287104524e-08,0.0052061575793201,0.004690483212471,0.0059856153093278,0.0047547825854823,0.0,0.084690483212471,1e-06,0.0659856153093278,False,Maximum number of function evaluations has been exceeded.,3.5366764978472512e-09,0.0052061224872791,4.086865362659184e-08,0.0047548090023329,0.0022758033217216,3.390591477885607e-09,671211.3023833968,0.17039630189538,42.20611608866602,240,241,2,retry_wide_240,3.390591477885607e-09
COMPLETED,,1.0,0.075,-9.544762484683384e-09,0.0060334923763868,0.0023701563477516,0.0064140213653445,0.0024005184168163,0.0,0.0823701563477516,1e-06,0.0664140213653445,False,Maximum number of function evaluations has been exceeded.,1.886394458402197e-09,0.0060334750877401,2.0726038056163782e-08,0.0024005098708586,0.001209878094424,6.604321421915752e-10,1831949.1392547323,0.1742955334484577,41.35618726722896,240,241,2,retry_wide_240,6.604321421915752e-10
COMPLETED,,1.0,0.08,-9.711206350131143e-09,0.0069360107429715,-6.839632987976074e-06,0.0069356895983219,6.837467764391657e-06,0.0,0.039993160367012,1e-06,0.0369356895983219,False,Maximum number of function evaluations has been exceeded.,5.6277111374692794e-08,0.0069360041658839,6.631527845413543e-08,6.903081112766839e-06,1.6487953902011597e-07,2.8364777741509107e-08,5.812826757279001,0.170973664149642,13.729856708087029,80,81,1,initial_80,2.8364777741509107e-08
COMPLETED,,1.0,0.085,-3.258289311069424e-09,0.0079182452555799,-0.0024187937378883,0.0075688217766582,0.0024438993743238,0.0,0.0775812062621117,1e-06,0.0675688217766582,False,Maximum number of function evaluations has been exceeded.,8.878719805441248e-10,0.0079182488456147,5.484432860335795e-09,0.0024439039911842,0.0001788327894519,1.2408995428196232e-10,1441154.4470840634,0.170810142531991,40.83455697819591,240,241,2,retry_wide_240,1.2408995428196232e-10
COMPLETED,,1.0,0.09,1.4646562006685288e-10,0.0089853661922371,-0.0048312172293663,0.0083344131708145,0.0048748744772188,0.0,0.0751687827706337,1e-06,0.0683344131708145,False,Maximum number of function evaluations has been exceeded.,8.62487031481099e-10,0.0089853685418515,2.456292865254975e-09,0.0048748755005777,0.0003298012858918,1.95961151437134e-11,16829932.028523467,0.1715611424297094,41.06733904033899,240,241,2,retry_wide_240,1.95961151437134e-11
COMPLETED,,1.0,0.095,8.092975981496505e-10,0.0101433175874361,-0.0071979090571403,0.0092561887577176,0.0072523723019355,0.0,0.0728020909428597,1e-06,0.0692561887577176,False,Maximum number of function evaluations has been exceeded.,6.893362592485161e-10,0.0101433184101307,8.31394741438767e-10,0.0072523722835092,0.0004425411872653,1.8555137748423595e-11,23850062.083366062,0.1706706956028938,41.13981836196035,240,241,2,retry_wide_240,1.8555137748423595e-11
