status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,powell_pass,selection_mismatch
COMPLETED,,1.2,0.05,0.0587939705593892,0.1408414697456862,0.1003782004117965,0.1570217609405517,0.0446211832605152,0.0203782004117965,0.1803782004117965,0.0970217609405517,0.2170217609405517,True,Optimization terminated successfully.,0.0587939705947843,0.1408414703806481,6.359476798857405e-10,0.0446211829972826,0.0011990040421159,3.2889623944553016e-12,364553892.1750183,0.1769413165748119,24.397188790142536,148,149,3,retry_wide_240,3.2889623944553016e-12
COMPLETED,,1.2,0.055,0.0778458489605059,0.1382418349818659,0.1043794527649879,0.1519784480333328,0.0298785319080264,0.0643794527649879,0.1443794527649879,0.1219784480333328,0.1819784480333328,False,Maximum number of function evaluations has been exceeded.,0.0778458446709196,0.1382418243684419,1.1447502664737391e-08,0.0298785405968973,0.0010150194167647,3.6664586086108637e-10,2768391.8601477654,0.1709817945957183,13.797094210982324,80,81,2,initial_80,3.6664586086108637e-10
COMPLETED,,1.2,0.06,0.0926568629074388,0.1356419301356869,0.109077975153923,0.1467234939336776,0.0198104513734687,0.069077975153923,0.149077975153923,0.1167234939336775,0.1767234939336776,False,Maximum number of function evaluations has been exceeded.,0.0926568250317401,0.1356419327875461,3.796841989647155e-08,0.0198104812856911,0.0008156906696744,4.55375552189385e-10,1791248.2691542937,0.1731600323691964,13.95718056242913,80,81,2,initial_80,4.55375552189385e-10
COMPLETED,,1.2,0.065,0.1050524247378762,0.1330421441116264,0.1144648641347885,0.1413359344005584,0.0125451573428685,0.0744648641347885,0.1544648641347885,0.1113359344005583,0.1713359344005584,False,Maximum number of function evaluations has been exceeded.,0.1050524235191778,0.133042160618159,1.6551460521292483e-08,0.0125451473445317,0.0006106685074096,8.270616133706666e-10,738359.1470541754,0.1807796340435743,14.025011483579874,80,81,2,initial_80,8.270616133706666e-10
COMPLETED,,1.2,0.07,0.1158243946165708,0.1304428119843612,0.1204896420240402,0.1359019875526428,0.0071810257803619,0.0804896420240401,0.1604896420240402,0.1059019875526428,0.1659019875526428,False,Maximum number of function evaluations has been exceeded.,0.1158244081449749,0.1304427982136517,1.9304148711183133e-08,0.0071810274602825,0.0004061116687728,1.1821930307880276e-09,343523.9915956648,0.1749961245805025,14.067624969407916,80,81,2,initial_80,1.1821930307880276e-09
COMPLETED,,1.2,0.075,0.1254037605689256,0.1278442189910901,0.1270615756511688,0.1305100470781326,0.0031392658754201,0.0870615756511687,0.1670615756511688,0.1005100470781326,0.1605100470781326,False,Maximum number of function evaluations has been exceeded.,0.1254037497009127,0.1278442056999395,1.7168820174078683e-08,0.0031392829014009,0.0002035143204374,1.0859130572149948e-09,187413.0889994417,0.1756534771993756,14.117880363948643,80,81,2,initial_80,1.0859130572149948e-09
COMPLETED,,1.2,0.08,0.1340569456428095,0.1252466098615217,0.1340553611516952,0.1252465546131134,1.5854540289650284e-06,0.0940553611516951,0.1740553611516952,0.0952465546131134,0.1552465546131134,True,Optimization terminated successfully.,0.1340569502932128,0.1252465971141757,1.3569122289728925e-08,1.5897097544913926e-06,1.165079195797889e-07,1.0177243800606604e-09,114.47885288239291,0.1768510863184929,13.893573363311589,78,79,2,initial_80,1.0177243800606604e-09
COMPLETED,,1.2,0.085,0.1419628164889307,0.1226501948965649,0.1413214802742004,0.1201916858553886,0.0025407831166532,0.1013214802742004,0.1813214802742004,0.0901916858553886,0.1501916858553886,False,Maximum number of function evaluations has been exceeded.,0.1419628110567628,0.1226501997572294,7.289342074885861e-09,0.0025407864487609,0.0002097480300869,5.829487071995818e-10,359805.29246658337,0.1792517807334661,14.357854928821324,80,81,2,initial_80,5.829487071995818e-10
COMPLETED,,1.2,0.09,0.1492486582237698,0.1200551554586059,0.1486991345882415,0.1154155284166336,0.0046720568612341,0.1086991345882414,0.1886991345882415,0.0854155284166336,0.1454155284166336,False,Maximum number of function evaluations has been exceeded.,0.1492486651547356,0.1200551428033564,1.4428916284714934e-08,0.0046720451090499,0.000429543151759,1.3359521551450843e-09,321525.8496382608,0.1923517677932977,14.41543279029429,80,81,2,initial_80,1.3359521551450843e-09
COMPLETED,,1.2,0.095,0.1560090651493015,0.1174616483235438,0.1560301780700683,0.1109746545553207,0.006487028125759,0.1160301780700683,0.1960301780700683,0.0809746545553207,0.1409746545553207,False,Maximum number of function evaluations has been exceeded.,0.156009073160811,0.1174612098076726,4.385890485747621e-07,0.0064865895861392,0.0006591169057808,4.42779313817078e-08,14885.901062060417,0.181371059268713,14.538089408539236,80,81,1,initial_80,4.42779313817078e-08
