source,row,alpha,Mach,cr,ci,success,mismatch,ci_abs_error_vs_robust,omega_i_abs_error_vs_robust,primary_mismatch,primary_success,secondary_ci,secondary_omega_i,secondary_stage1_mismatch,secondary_stage2_mismatch,stage1_mismatch,p_rel,q_rel,u_rel,v_rel,gamma_rel,classical_status,w_bc,finite_alpha_M_ci,finite_cr,unstable,cr_in_reasonable_range,generic_log_score,quality_flag,Mach_round,alpha_round,quality_rank
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,14,1.0,0.0,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.0,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,29,1.0,0.0699999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.07,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,44,1.0,0.1399999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.14,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,59,1.0,0.2099999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.21,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,74,1.0,0.2799999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.28,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,89,1.0,0.35,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.35,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,103,0.93,0.4199999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.42,0.93,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,104,1.0,0.4199999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.42,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,118,0.93,0.4899999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.49,0.93,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,119,1.0,0.4899999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.49,1.0,3
assets/pinn_subsonic/singlecase_pq_firstorder_a030_M050/diagnostics_summary.csv,0,0.3,0.5,,0.4466834236245764,,,,,,,,,,,,0.172537430214717,0.5124373558248339,1.0698609857796908,0.5625735176344753,0.4369830059089713,,,True,False,True,True,,suspicious,0.5,0.3,2
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,132,0.8599999999999999,0.5599999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.56,0.86,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,133,0.93,0.5599999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.56,0.93,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,134,1.0,0.5599999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.56,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,146,0.7899999999999999,0.6299999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.63,0.79,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,147,0.8599999999999999,0.6299999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.63,0.86,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,148,0.93,0.6299999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.63,0.93,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,149,1.0,0.6299999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.63,1.0,3
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,160,0.72,0.7,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.7,0.72,3
