epoch,loss,compat,ode,bc,gauge,q0,lr
1,1.8196833418643932,7.956482877057874e-07,0.0035829615753730235,0.08918419474608619,1.6187470606217276e-06,7.876590208353965e-07,0.00019999998697760562
2,1.8001750785243436,1.8023706377021338e-06,0.003566774700768346,0.08819986482739037,4.920112624756012e-06,1.8408803572447362e-06,0.000199999947910426
3,1.780741180964491,7.163975931531303e-06,0.0035221246758879187,0.08722051305190176,1.0380334082613435e-05,7.251394414615763e-06,0.00019999988279847185
4,1.7619337380678388,1.6996176348247906e-05,0.0035156082916477814,0.08624259239876111,1.7558454126562395e-05,1.7141125655563033e-05,0.00019999979164176106
5,1.7440625560731262,3.1467555653079445e-05,0.003579272850398801,0.08526282945249562,2.6985629626950698e-05,3.1679909186710476e-05,0.00019999967444031858
6,1.726384191193876,5.0790018176295165e-05,0.0036465209694561814,0.0842771906779299,3.867267758953299e-05,5.10898957407007e-05,0.00019999953119417656
7,1.7079473374641763,7.519377872483446e-05,0.0036294927709093613,0.08328173867441567,5.265698479520698e-05,7.560366563610272e-05,0.00019999936190337426
8,1.6903060625167559,0.00010500899131623134,0.0036882060802956875,0.08227261437317664,6.921624337104034e-05,0.00010555403858918998,0.0001999991665679581
9,1.672352701708687,0.00014065536525634644,0.0037174596773360147,0.08124621393297381,8.847272623287184e-05,0.000141382852857216,0.00019999894518798165
10,1.6535045300554676,0.00018245905544467256,0.0036656096956861695,0.08019971086989335,0.00011029625146292278,0.00018343276999532827,0.00019999869776350556
11,1.635955181979426,0.00023110221409309943,0.003759469645610353,0.07912895070864279,0.0001347044920953577,0.00023243684263886275,0.00019999842429459773
12,1.6157827646210439,0.00028721751215933614,0.0036118387758756008,0.07802977460819496,0.00016196709576795322,0.00028899012020836636,0.00019999812478133306
13,1.6027753597651582,0.0003514515709875473,0.004208892962493863,0.07689713428845452,0.00019229228661253665,0.00035389847078213995,0.00019999779922379372
14,1.578416394389255,0.00042307648533165755,0.003705424210623153,0.07572797958144609,0.00022571795800785396,0.0004265266713992207,0.0001999974476220689
15,1.5648770954488327,0.0005040413662822267,0.004331465871935303,0.07451567463431646,0.0002620853038032813,0.0005085848257100553,0.00019999706997625506
16,1.5374071033421355,0.0005931100089257914,0.0036217496921550365,0.07325801396405099,0.00030098227050307674,0.0005990663159070281,0.0001999966662864557
17,1.5337875028634447,0.0006934045093529276,0.005372821762518066,0.07194826414378727,0.0003415995726898931,0.0007006019787509242,0.0001999962365527815
18,1.4962876152426643,0.000795213720461889,0.003828834387108739,0.07058994675367505,0.000382481990934571,0.0008051942598147418,0.00019999578077535028
19,1.4830275867147868,0.000908040666499081,0.004831480975613722,0.06916656496833427,0.000423010709269734,0.0009202438632827982,0.00019999529895428698
20,1.4516832850645625,0.0010266406110481419,0.004177448650525002,0.06767286931041909,0.0004618500624044909,0.0010414209297884447,0.0001999947910897237
21,1.4276241267258862,0.0011545129427268056,0.0044383837080576825,0.06609441406880659,0.0004980687884190981,0.0011727193978030312,0.0001999942571817997
22,1.39342854486898,0.001291143192268333,0.003906797703660219,0.06442117438169793,0.0005302564827573596,0.0013135461132570416,0.0001999936972306613
23,1.3598040615741944,0.0014379757513851258,0.0036901836913151775,0.06263967574731029,0.0005572895220098562,0.0014669120529853777,0.00019999311123646203
24,1.350541659296193,0.0016037418403957128,0.006195113839786047,0.06073658164302427,0.0005782146963389012,0.00163474030576957,0.00019999249919936258
25,1.2971147617192462,0.0017747246181944198,0.0046030244510469765,0.05870585615094091,0.0005922014800801394,0.0018121458057436673,0.0001999918611195307
26,1.26683367141163,0.0019739070945000775,0.005662117367313228,0.05652467523579425,0.0005997992207761186,0.002006350831693306,0.00019999119699714134
27,1.223814353394029,0.002174555602846805,0.005826635043427342,0.05418372698641328,0.0006012790720302216,0.0022184124698809474,0.0001999905068323766
28,1.1885439714573358,0.002415223496581964,0.00711552824849778,0.051676436423347176,0.0005970772553959511,0.002452072450668669,0.00019998979062542567
29,1.1402840825369216,0.002677811515663749,0.007451652427738034,0.04901356374266646,0.0005871816824957448,0.0027082719224651814,0.00019998904837648492
30,1.1039988978606479,0.0029690559678973187,0.009284585825711417,0.04621335880146128,0.0005719530389533508,0.002990303661989284,0.0001999882800857578
31,1.0357309099460241,0.0033130471258267153,0.008092538237361876,0.04332792104840359,0.0005511663534606635,0.003295253199661066,0.00019998748575345495
32,0.9766762954162836,0.003696928305264511,0.007883697281094799,0.040412988823419246,0.0005261026308430557,0.0036271023506376093,0.00019998666537979418
33,0.9213851503825704,0.00410622119433092,0.007911584600660125,0.037572704289762324,0.0004975300663741346,0.0039838435395424514,0.00019998581896500038
34,0.8583748605971165,0.004483363697105534,0.006771491906301346,0.03496357167305978,0.00046554871101852225,0.004356236178900559,0.00019998494650930559
35,0.8252468426640779,0.004995518678730934,0.007657128985451855,0.03278552149027681,0.00043009936216713816,0.004731395315371588,0.00019998404801294898
36,0.7804898979543249,0.005551690422590883,0.006043718397578662,0.03127921011386679,0.00038951607475293574,0.0050671818842669145,0.00019998312347617691
37,0.7831857545610899,0.006099935816276137,0.00758227790126897,0.030598317714222396,0.00034397263101190875,0.005321733834970417,0.00019998217289924285
38,0.8032015913879598,0.006470853546153815,0.009562029653649537,0.030685735550327727,0.0002915804838337182,0.0054108877482154875,0.0001999811962824074
39,0.7987095969722173,0.00669726152571468,0.008612533473164765,0.031113514261572783,0.00023341361751967236,0.0052700690571639685,0.00019998019362593827
40,0.8157104018460641,0.00671436656210567,0.010469989599627052,0.03131190178281399,0.000176288045724571,0.00492700346473569,0.0001999791649301104
41,0.7524578742387424,0.006482809274451858,0.0056005171573585795,0.03095380803125574,0.00012548449295523225,0.004433195397344692,0.00019997811019520576
42,0.7437321071474083,0.0060303161634465575,0.007313466983370298,0.030087867544447658,8.536924790286679e-05,0.003902324857897648,0.00019997702942151357
43,0.7041830800629819,0.005739704615374719,0.006229243766236984,0.028947806797674606,5.537460293372791e-05,0.003369111313542677,0.00019997592260933005
44,0.6755943882717022,0.00522404821840345,0.006426655867415093,0.027782753184567854,3.4322837221595986e-05,0.0028740152201058356,0.00019997478975895873
45,0.6248297571029733,0.004821539883891945,0.003957442400583412,0.0267514555324055,2.010823610109782e-05,0.002427186560390365,0.00019997363087071013
46,0.6348450430981806,0.00448855783395365,0.007096787582687721,0.025893685072031693,1.1178874911330998e-05,0.0020496945333721233,0.00019997244594490197
47,0.59552165287578,0.004097130276789889,0.005074938362238972,0.025163297977384137,5.350069378086119e-06,0.0017082510335307336,0.0001999712349818591
48,0.5725926106083441,0.00370707969116183,0.004599699461385198,0.024466954847209135,1.8572213869113213e-06,0.0014127344619184834,0.00019996999798191356
49,0.5858695266286366,0.003509316186894398,0.007658418885526045,0.023708730636950268,1.7563165426737424e-07,0.001157022347845684,0.00019996873494540444
50,0.5294587266850661,0.0032714671547599944,0.004029210405468433,0.02281953751254103,6.120083196117731e-07,0.0009129318362790136,0.000199967445872678
51,0.5071615167491712,0.0030272764591337724,0.004120934119329732,0.021761883269227955,4.417455799769884e-06,0.0007048306406618616,0.00019996613076408767
52,0.48174099066009,0.0029823753868469605,0.003987620188954814,0.020536807924980586,1.3048764024605819e-05,0.0005262250567133316,0.000199964789619994
53,0.4521166964979741,0.002820016780550668,0.0037433893010638303,0.019182727294529647,2.828089791236146e-05,0.00037561036361457705,0.00019996342244076466
54,0.4243930663968456,0.002609470387557008,0.003785583682100725,0.01776549135489247,5.132698602418829e-05,0.00025404782381716485,0.00019996202922677444
55,0.3984905595229193,0.0026385856354167988,0.0036532752497950636,0.01636450879535652,8.281774763670266e-05,0.0001599830970568547,0.00019996060997840535
56,0.3754572428850507,0.002673569335609529,0.003549605709218848,0.015057092137623046,0.00012083649684306031,9.276242520379927e-05,0.00019995916469604647
57,0.3575341934785666,0.0027757402522510096,0.0036077581346693516,0.013890147106129864,0.00015896267486765705,5.046724846776202e-05,0.00019995769338009402
58,0.3367146385954645,0.0025906728651250836,0.0034838771944710155,0.012854730879492305,0.00018874520409657429,2.7385726464080765e-05,0.00019995619603095137
59,0.3162791425395164,0.002380850121260422,0.003454495088848192,0.011895997222850842,0.00020005745981413434,1.773466211372252e-05,0.000199954672649029
60,0.2969487269557655,0.0024411312934444138,0.0034540450112718365,0.010945919264248876,0.00019078578623625504,1.5717745528396158e-05,0.00019995312323474462
61,0.2757083797879139,0.0025411121626036583,0.0034400508523287476,0.009974880063462635,0.00016399148369337165,1.9207727838429277e-05,0.00019995154778852295
62,0.25012675436960974,0.002278744596106948,0.0034330348884098597,0.009007928948246586,0.0001285038055950995,2.796094914385974e-05,0.00019994994631079594
63,0.22835469372062586,0.0022600442047974005,0.0034311956945244273,0.008102724969226916,9.387795342869256e-05,4.212763821583648e-05,0.00019994831880200262
64,0.2093942765013956,0.0021522764333248385,0.0035109156159183453,0.007302385843737727,6.714639134209215e-05,6.066795940286353e-05,0.00019994666526258924
